Log file open, 05/30/23 01:12:58
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[r.MaterialQualityLevel:1 ; High quality]]
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[r.SSS.Scale:1]]
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[r.SSS.SampleSet:2]]
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[r.SSS.Quality:1]]
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[r.SSS.HalfRes:0]]
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[r.SSGI.Quality:3]]
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[r.EmitterSpawnRateScale:1.0]]
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[r.ParticleLightQuality:2]]
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[r.SkyAtmosphere.AerialPerspectiveLUT.FastApplyOnOpaque:1 ; Always have FastSkyLUT 1 in this case to avoid wrong sky]]
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[r.SkyAtmosphere.AerialPerspectiveLUT.SampleCountMaxPerSlice:4]]
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[r.SkyAtmosphere.AerialPerspectiveLUT.DepthResolution:16.0]]
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[r.SkyAtmosphere.FastSkyLUT:1]]
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[r.SkyAtmosphere.FastSkyLUT.SampleCountMin:4.0]]
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[r.SkyAtmosphere.FastSkyLUT.SampleCountMax:128.0]]
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[r.SkyAtmosphere.SampleCountMin:4.0]]
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[r.SkyAtmosphere.SampleCountMax:128.0]]
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[r.SkyAtmosphere.TransmittanceLUT.UseSmallFormat:0]]
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[r.SkyAtmosphere.TransmittanceLUT.SampleCount:10.0]]
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[r.SkyAtmosphere.MultiScatteringLUT.SampleCount:15.0]]
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[r.SkyLight.RealTimeReflectionCapture:1]]
[2023.05.30-05.12.58:799][  0]LogConfig: CVar [[fx.Niagara.QualityLevel:3]] deferred - dummy variable created
[2023.05.30-05.12.58:799][  0]LogConfig: Applying CVar settings from Section [FoliageQuality@3] File [Scalability]
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[foliage.DensityScale:1.0]]
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[grass.DensityScale:1.0]]
[2023.05.30-05.12.58:799][  0]LogConfig: Applying CVar settings from Section [ShadingQuality@3] File [Scalability]
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[r.HairStrands.SkyLighting.IntegrationType:2]]
[2023.05.30-05.12.58:799][  0]LogConfig: Set CVar [[r.HairStrands.SkyAO.SampleCount:4]]
[2023.05.30-05.12.58:800][  0]LogConfig: Set CVar [[r.HairStrands.Visibility.MSAA.SamplePerPixel:4]]
[2023.05.30-05.12.58:800][  0]LogConfig: CVar [[r.HairStrands.Interpolation.UseSingleGuide:0]] deferred - dummy variable created
[2023.05.30-05.12.58:800][  0]LogConfig: Set CVar [[r.AnisotropicMaterials:1]]
[2023.05.30-05.12.58:809][  0]LogD3D12RHI: Aftermath initialized
[2023.05.30-05.12.58:809][  0]LogD3D12RHI: Loading WinPixEventRuntime.dll for PIX profiling (from ../../../Engine/Binaries/ThirdParty/Windows/WinPixEventRuntime/x64).
[2023.05.30-05.12.58:974][  0]LogD3D12RHI: Found D3D12 adapter 0: NVIDIA GeForce GTX 1050 Ti (Max supported Feature Level 12_1, shader model 6.6)
[2023.05.30-05.12.58:974][  0]LogD3D12RHI: Adapter has 4019MB of dedicated video memory, 0MB of dedicated system memory, and 8126MB of shared system memory, 1 output[s]
[2023.05.30-05.12.59:071][  0]LogD3D12RHI: Found D3D12 adapter 1: Intel(R) HD Graphics 530 (Max supported Feature Level 12_1, shader model 6.5)
[2023.05.30-05.12.59:071][  0]LogD3D12RHI: Adapter has 128MB of dedicated video memory, 0MB of dedicated system memory, and 8126MB of shared system memory, 0 output[s]
[2023.05.30-05.12.59:079][  0]LogD3D12RHI: Found D3D12 adapter 2: Microsoft Basic Render Driver (Max supported Feature Level 12_1, shader model 6.2)
[2023.05.30-05.12.59:079][  0]LogD3D12RHI: Adapter has 0MB of dedicated video memory, 0MB of dedicated system memory, and 8126MB of shared system memory, 0 output[s]
[2023.05.30-05.12.59:079][  0]LogD3D12RHI: Chosen D3D12 Adapter Id = 0
[2023.05.30-05.12.59:079][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.05.30-05.12.59:079][  0]LogHAL: Display: Platform has ~ 16 GB [17042042880 / 17179869184 / 16], which maps to Larger [LargestMinGB=32, LargerMinGB=12, DefaultMinGB=8, SmallerMinGB=6, SmallestMinGB=0)
[2023.05.30-05.12.59:079][  0]LogDeviceProfileManager: Going up to parent DeviceProfile [Windows]
[2023.05.30-05.12.59:079][  0]LogDeviceProfileManager: Going up to parent DeviceProfile []
[2023.05.30-05.12.59:079][  0]LogConfig: Applying CVar settings from Section [Startup] File [../../../Engine/Config/ConsoleVariables.ini]
[2023.05.30-05.12.59:080][  0]LogConfig: Set CVar [[r.DumpShaderDebugInfo:2]]
[2023.05.30-05.12.59:080][  0]LogConfig: Set CVar [[p.chaos.AllowCreatePhysxBodies:1]]
[2023.05.30-05.12.59:080][  0]LogConfig: Set CVar [[fx.SkipVectorVMBackendOptimizations:1]]
[2023.05.30-05.12.59:080][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [Engine]
[2023.05.30-05.12.59:080][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [C:/Users/autot/OneDrive/Documents/Unreal Projects/MyProject5/Anim145/ANIM_145_DHWJ/Saved/Config/WindowsEditor/Editor.ini]
[2023.05.30-05.12.59:080][  0]LogInit: Computer: DESKTOP-3B813LB
[2023.05.30-05.12.59:080][  0]LogInit: User: autot
[2023.05.30-05.12.59:080][  0]LogInit: CPU Page size=4096, Cores=4
[2023.05.30-05.12.59:080][  0]LogInit: High frequency timer resolution =10.000000 MHz
[2023.05.30-05.12.59:080][  0]LogMemory: Memory total: Physical=15.9GB (16GB approx)
[2023.05.30-05.12.59:080][  0]LogMemory: Platform Memory Stats for WindowsEditor
[2023.05.30-05.12.59:080][  0]LogMemory: Process Physical Memory: 284.44 MB used, 286.37 MB peak
[2023.05.30-05.12.59:080][  0]LogMemory: Process Virtual Memory: 237.03 MB used, 237.03 MB peak
[2023.05.30-05.12.59:080][  0]LogMemory: Physical Memory: 12250.18 MB used,  4002.38 MB free, 16252.56 MB total
[2023.05.30-05.12.59:080][  0]LogMemory: Virtual Memory: 24150.39 MB used,  8354.73 MB free, 32505.12 MB total
[2023.05.30-05.12.59:080][  0]LogCsvProfiler: Display: Metadata set : extradevelopmentmemorymb="0"
[2023.05.30-05.12.59:085][  0]LogWindows: WindowsPlatformFeatures enabled
[2023.05.30-05.12.59:095][  0]LogInit: Physics initialised using underlying interface: Chaos
[2023.05.30-05.12.59:095][  0]LogInit: Using OS detected language (en-US).
[2023.05.30-05.12.59:096][  0]LogInit: Using OS detected locale (en-US).
[2023.05.30-05.12.59:100][  0]LogTextLocalizationManager: No specific localization for 'en-US' exists, so 'en' will be used for the language.
[2023.05.30-05.12.59:411][  0]LogInit: Setting process to per monitor DPI aware
[2023.05.30-05.12.59:426][  0]LogWindowsTextInputMethodSystem: Available input methods:
[2023.05.30-05.12.59:426][  0]LogWindowsTextInputMethodSystem:   - English (United States) - (Keyboard).
[2023.05.30-05.12.59:426][  0]LogWindowsTextInputMethodSystem: Activated input method: English (United States) - (Keyboard).
[2023.05.30-05.12.59:442][  0]LogSlate: New Slate User Created. Platform User Id 0, User Index 0, Is Virtual User: 0
[2023.05.30-05.12.59:442][  0]LogSlate: Slate User Registered.  User Index 0, Is Virtual User: 0
[2023.05.30-05.12.59:623][  0]LogD3D12RHI: Display: Creating D3D12 RHI with Max Feature Level SM6
[2023.05.30-05.12.59:624][  0]LogWindows: Attached monitors:
[2023.05.30-05.12.59:624][  0]LogWindows:     resolution: 1920x1080, work area: (0, 0) -> (1920, 1040), device: '\\.\DISPLAY1' [PRIMARY]
[2023.05.30-05.12.59:624][  0]LogWindows: Found 1 attached monitors.
[2023.05.30-05.12.59:624][  0]LogWindows: Gathering driver information using Windows Setup API
[2023.05.30-05.12.59:624][  0]LogRHI: RHI Adapter Info:
[2023.05.30-05.12.59:624][  0]LogRHI:             Name: NVIDIA GeForce GTX 1050 Ti
[2023.05.30-05.12.59:624][  0]LogRHI:   Driver Version: 516.94 (internal:31.0.15.1694, unified:516.94)
[2023.05.30-05.12.59:624][  0]LogRHI:      Driver Date: 7-21-2022
[2023.05.30-05.12.59:624][  0]LogD3D12RHI:     GPU DeviceId: 0x1c82 (for the marketing name, search the web for "GPU Device Id")
[2023.05.30-05.12.59:624][  0]LogD3D12RHI: InitD3DDevice: -D3DDebug = off -D3D12GPUValidation = off
[2023.05.30-05.12.59:628][  0]LogD3D12RHI: [Aftermath] Aftermath crash dumping enabled
[2023.05.30-05.12.59:628][  0]LogD3D12RHI: Emitting draw events for PIX profiling.
[2023.05.30-05.12.59:709][  0]LogD3D12RHI: [Aftermath] Aftermath enabled and primed
[2023.05.30-05.12.59:709][  0]LogD3D12RHI: [Aftermath] Aftermath resource tracking enabled
[2023.05.30-05.12.59:709][  0]LogD3D12RHI: ID3D12Device1 is supported.
[2023.05.30-05.12.59:709][  0]LogD3D12RHI: ID3D12Device2 is supported.
[2023.05.30-05.12.59:709][  0]LogD3D12RHI: ID3D12Device3 is supported.
[2023.05.30-05.12.59:709][  0]LogD3D12RHI: ID3D12Device4 is supported.
[2023.05.30-05.12.59:709][  0]LogD3D12RHI: ID3D12Device5 is supported.
[2023.05.30-05.12.59:709][  0]LogD3D12RHI: ID3D12Device6 is supported.
[2023.05.30-05.12.59:709][  0]LogD3D12RHI: ID3D12Device7 is supported.
[2023.05.30-05.12.59:709][  0]LogD3D12RHI: ID3D12Device8 is supported.
[2023.05.30-05.12.59:709][  0]LogD3D12RHI: ID3D12Device9 is supported.
[2023.05.30-05.12.59:709][  0]LogD3D12RHI: ID3D12Device10 is supported.
[2023.05.30-05.12.59:709][  0]LogD3D12RHI: Bindless resources are supported
[2023.05.30-05.12.59:709][  0]LogD3D12RHI: AtomicInt64OnTypedResource is supported
[2023.05.30-05.12.59:709][  0]LogD3D12RHI: AtomicInt64OnGroupShared is supported
[2023.05.30-05.12.59:709][  0]LogD3D12RHI: AtomicInt64OnDescriptorHeapResource is supported
[2023.05.30-05.12.59:709][  0]LogD3D12RHI: Shader Model 6.6 atomic64 is supported
[2023.05.30-05.12.59:754][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (3D)
[2023.05.30-05.12.59:755][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Copy)
[2023.05.30-05.12.59:755][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Compute)
[2023.05.30-05.12.59:810][  0]LogD3D12RHI: Display: Not using pipeline state disk cache per r.D3D12.PSO.DiskCache=0
[2023.05.30-05.12.59:810][  0]LogD3D12RHI: Display: Not using driver-optimized pipeline state disk cache per r.D3D12.PSO.DriverOptimizedDiskCache=0
[2023.05.30-05.12.59:812][  0]LogRHI: Texture pool is 2152 MB (70% of 3074 MB)
[2023.05.30-05.12.59:812][  0]LogD3D12RHI: Async texture creation enabled
[2023.05.30-05.12.59:812][  0]LogD3D12RHI: RHI has support for 64 bit atomics
[2023.05.30-05.12.59:847][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="C:/Users/autot/OneDrive/Documents/Unreal Projects/MyProject5/Anim145/ANIM_145_DHWJ/ANIM_145_DHWJ.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/autot/OneDrive/Documents/Unreal Projects/MyProject5/Anim145/ANIM_145_DHWJ/Intermediate/TurnkeyReport_0.log" -log="C:/Users/autot/OneDrive/Documents/Unreal Projects/MyProject5/Anim145/ANIM_145_DHWJ/Intermediate/TurnkeyLog_0.log" -project="C:/Users/autot/OneDrive/Documents/Unreal Projects/MyProject5/Anim145/ANIM_145_DHWJ/ANIM_145_DHWJ.uproject"  -platform=all'
[2023.05.30-05.12.59:847][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""C:/Program Files/Epic Games/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="C:/Users/autot/OneDrive/Documents/Unreal Projects/MyProject5/Anim145/ANIM_145_DHWJ/ANIM_145_DHWJ.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/autot/OneDrive/Documents/Unreal Projects/MyProject5/Anim145/ANIM_145_DHWJ/Intermediate/TurnkeyReport_0.log" -log="C:/Users/autot/OneDrive/Documents/Unreal Projects/MyProject5/Anim145/ANIM_145_DHWJ/Intermediate/TurnkeyLog_0.log" -project="C:/Users/autot/OneDrive/Documents/Unreal Projects/MyProject5/Anim145/ANIM_145_DHWJ/ANIM_145_DHWJ.uproject"  -platform=all" ]
[2023.05.30-05.12.59:873][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2023.05.30-05.12.59:873][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2023.05.30-05.12.59:873][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2023.05.30-05.12.59:873][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2023.05.30-05.12.59:873][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2023.05.30-05.12.59:873][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2023.05.30-05.12.59:873][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2023.05.30-05.12.59:873][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2023.05.30-05.12.59:874][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2023.05.30-05.12.59:874][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2023.05.30-05.12.59:875][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2023.05.30-05.12.59:883][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2023.05.30-05.12.59:883][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2023.05.30-05.12.59:883][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2023.05.30-05.12.59:883][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2023.05.30-05.12.59:883][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2023.05.30-05.12.59:883][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2023.05.30-05.12.59:883][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2023.05.30-05.12.59:884][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2023.05.30-05.12.59:884][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2023.05.30-05.12.59:884][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2023.05.30-05.12.59:911][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2023.05.30-05.12.59:911][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2023.05.30-05.12.59:915][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2023.05.30-05.12.59:915][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2023.05.30-05.12.59:918][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2023.05.30-05.12.59:918][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2023.05.30-05.12.59:918][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2023.05.30-05.12.59:918][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2023.05.30-05.12.59:921][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2023.05.30-05.12.59:921][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2023.05.30-05.12.59:921][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2023.05.30-05.12.59:923][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2023.05.30-05.12.59:923][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2023.05.30-05.12.59:929][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2023.05.30-05.12.59:929][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2023.05.30-05.12.59:929][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2023.05.30-05.12.59:929][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2023.05.30-05.12.59:929][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2023.05.30-05.12.59:929][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2023.05.30-05.12.59:932][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2023.05.30-05.12.59:932][  0]LogTargetPlatformManager:   ADPCM
[2023.05.30-05.12.59:932][  0]LogTargetPlatformManager:   PCM
[2023.05.30-05.12.59:935][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2023.05.30-05.12.59:935][  0]LogTargetPlatformManager:   BINKA
[2023.05.30-05.12.59:939][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2023.05.30-05.12.59:939][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2023.05.30-05.12.59:939][  0]LogTargetPlatformManager:   OGG
[2023.05.30-05.12.59:942][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2023.05.30-05.12.59:942][  0]LogTargetPlatformManager:   OPUS
[2023.05.30-05.12.59:991][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2023.05.30-05.12.59:997][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2023.05.30-05.12.59:998][  0]LogTargetPlatformManager:   SF_METAL
[2023.05.30-05.12.59:998][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2023.05.30-05.12.59:998][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2023.05.30-05.12.59:998][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2023.05.30-05.12.59:998][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2023.05.30-05.12.59:998][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2023.05.30-05.12.59:998][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2023.05.30-05.12.59:998][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2023.05.30-05.12.59:998][  0]LogTargetPlatformManager:   PCD3D_SM6
[2023.05.30-05.12.59:998][  0]LogTargetPlatformManager:   PCD3D_SM5
[2023.05.30-05.12.59:998][  0]LogTargetPlatformManager:   PCD3D_ES31
[2023.05.30-05.12.59:998][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2023.05.30-05.12.59:998][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2023.05.30-05.12.59:998][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2023.05.30-05.12.59:998][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2023.05.30-05.13.00:003][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2023.05.30-05.13.00:003][  0]LogTargetPlatformManager:   VVM_1_0
[2023.05.30-05.13.00:003][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2023.05.30-05.13.00:003][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2023.05.30-05.13.00:003][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2023.05.30-05.13.00:003][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2023.05.30-05.13.00:003][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2023.05.30-05.13.00:003][  0]LogRendererCore: Ray tracing is disabled. Reason: not supported by current RHI.
[2023.05.30-05.13.00:007][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file ../../../../../../Users/autot/OneDrive/Documents/Unreal Projects/MyProject5/Anim145/ANIM_145_DHWJ/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2023.05.30-05.13.00:007][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2023.05.30-05.13.00:007][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file ../../../../../../Users/autot/OneDrive/Documents/Unreal Projects/MyProject5/Anim145/ANIM_145_DHWJ/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.05.30-05.13.00:007][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2023.05.30-05.13.00:034][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2023.05.30-05.13.00:034][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.05.30-05.13.00:035][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2023.05.30-05.13.00:043][  0]LogDerivedDataCache: Speed tests for C:/Users/autot/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.01 seconds
[2023.05.30-05.13.00:043][  0]LogDerivedDataCache: Display: Performance to C:/Users/autot/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.03ms. RandomReadSpeed=1088.50MBs, RandomWriteSpeed=139.81MBs. Assigned SpeedClass 'Local'
[2023.05.30-05.13.00:043][  0]LogDerivedDataCache: Using Local data cache path C:/Users/autot/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2023.05.30-05.13.00:044][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2023.05.30-05.13.00:044][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2023.05.30-05.13.00:044][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2023.05.30-05.13.00:044][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2023.05.30-05.13.00:044][  0]LogShaderCompilers: Guid format shader working directory is -52 characters bigger than the processId version (../../../../../../Users/autot/OneDrive/Documents/Unreal Projects/MyProject5/Anim145/ANIM_145_DHWJ/Intermediate/Shaders/WorkingDirectory/17880/).
[2023.05.30-05.13.00:045][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/autot/AppData/Local/Temp/UnrealShaderWorkingDir/A1C2F1944794E395D018B384087577F9/'.
[2023.05.30-05.13.00:045][  0]LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
[2023.05.30-05.13.00:045][  0]LogShaderCompilers: Display: Using Local Shader Compiler with 3 workers.
[2023.05.30-05.13.01:383][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../../Users/autot/OneDrive/Documents/Unreal Projects/MyProject5/Anim145/ANIM_145_DHWJ/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.05.30-05.13.01:383][  0]LogShaderCompilers: Display: Autogen file is unchanged, skipping write.
[2023.05.30-05.13.01:421][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2023.05.30-05.13.02:099][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2023.05.30-05.13.02:099][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM6 (49)
[2023.05.30-05.13.02:099][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2023.05.30-05.13.02:099][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2023.05.30-05.13.02:099][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2023.05.30-05.13.02:099][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2023.05.30-05.13.02:099][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2023.05.30-05.13.02:099][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2023.05.30-05.13.02:099][  0]LogInit: FStereoShaderAspects: ---
[2023.05.30-05.13.02:099][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2023.05.30-05.13.02:099][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2023.05.30-05.13.02:099][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2023.05.30-05.13.02:099][  0]LogInit: FStereoShaderAspects: ---
[2023.05.30-05.13.02:099][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2023.05.30-05.13.02:099][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2023.05.30-05.13.02:099][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2023.05.30-05.13.02:099][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2023.05.30-05.13.04:730][  0]LogSlate: Using FreeType 2.10.0
[2023.05.30-05.13.04:730][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2023.05.30-05.13.04:782][  0]LogAssetRegistry: FAssetRegistry took 0.0173 seconds to start up
[2023.05.30-05.13.04:791][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2023.05.30-05.13.05:040][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2023.05.30-05.13.05:625][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.05.30-05.13.05:625][  0]LogDeviceProfileManager: Available device profiles:
[2023.05.30-05.13.05:625][  0]LogDeviceProfileManager: 	[00000AF4B7BA5C00][00000AF4AFA77800 52] GlobalDefaults, 
[2023.05.30-05.13.05:625][  0]LogDeviceProfileManager: 	[00000AF4B7BA6E00][00000AF4AD095000 52] Windows, 
[2023.05.30-05.13.05:625][  0]LogDeviceProfileManager: 	[00000AF4B7BA6A00][00000AF4AD09C800 52] WindowsEditor, 
[2023.05.30-05.13.05:625][  0]LogDeviceProfileManager: 	[00000AF4B7BA6800][00000AF4AD097800 52] WindowsServer, 
[2023.05.30-05.13.05:625][  0]LogDeviceProfileManager: 	[00000AF4B7BA6C00][00000AF4AD090000 52] WindowsClient, 
[2023.05.30-05.13.05:625][  0]LogDeviceProfileManager: 	[00000AF4B7BA6200][00000AF4AEAC0000 52] IOS, 
